"id","Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
"1 8 2015 La Lobera 11",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","1","8",17.3,16.7,12.7,7,NA,11,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,35,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Chromis","punctipinnis","Chromis punctipinnis",NA,8,"6a10",7,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Chromis","punctipinnis","Chromis punctipinnis",NA,10,"6a10",5,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Chromis","punctipinnis","Chromis punctipinnis",NA,13,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Chromis","punctipinnis","Chromis punctipinnis",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Girella","nigricans","Girella nigricans",NA,18,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Paralabrax","clathratus","Paralabrax clathratus",NA,11,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Paralabrax","clathratus","Paralabrax clathratus",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Paralabrax","clathratus","Paralabrax clathratus",NA,30,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Paralabrax","clathratus","Paralabrax clathratus",NA,45,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,12,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,13,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,20,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 12",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.8046,"Bosque de kelp","Control","Ninguna",NA,"Juan Martinez","0","8",9.4,8.2,15.5,8,NA,12,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Chromis","punctipinnis","Chromis punctipinnis",NA,6,"6a10",45,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Chromis","punctipinnis","Chromis punctipinnis",NA,8,"6a10",45,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Chromis","punctipinnis","Chromis punctipinnis",NA,13,"11a20",25,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,16,"11a20",6,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Paralabrax","clathratus","Paralabrax clathratus",NA,22,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Paralabrax","clathratus","Paralabrax clathratus",NA,50,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Sebastes","rastrelliger","Sebastes rastrelliger",NA,18,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,9,"6a10",5,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 13",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.84722,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","10",16.7,14.6,17.6,8,NA,13,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,70,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Chromis","punctipinnis","Chromis punctipinnis",NA,10,"6a10",9,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Girella","nigricans","Girella nigricans",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Paralabrax","clathratus","Paralabrax clathratus",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Sebastes","rastrelliger","Sebastes rastrelliger",NA,18,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,6,"6a10",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,35,"30a40",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 14",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78147,-115.775,"Bosque de kelp","Control","Ninguna",NA,"Nieves Quinones","1","7",10.3,11.5,14.4,10,NA,14,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,50,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Caulolatilus","princeps","Caulolatilus princeps",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,30,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Paralabrax","clathratus","Paralabrax clathratus",NA,25,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,25,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 15",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78025,-115.7994,"Bosque de kelp","Control","Ninguna",NA,"Arturo Hernandez","50","58",10.6,11,14,10,NA,15,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Halichoeres","semicinctus","Halichoeres semicinctus","ND",14,"11a20",4,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,18,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Oxyjulis","californica","Oxyjulis californica",NA,12,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Paralabrax","clathratus","Paralabrax clathratus",NA,30,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Sebastes","auriculatus","Sebastes auriculatus",NA,28,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,10,"6a10",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,18,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,28,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 2",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","2","7",11.5,11.2,16.6,7,NA,2,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,35,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Girella","nigricans","Girella nigricans",NA,27,"20a30",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,15,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Paralabrax","clathratus","Paralabrax clathratus",NA,28,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Paralabrax","clathratus","Paralabrax clathratus",NA,40,"30a40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Sebastes","auriculatus","Sebastes auriculatus",NA,20,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,10,"6a10",2,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,15,"11a20",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,20,"11a20",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",5,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,40,"30a40",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,50,">40",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,60,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 3",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.77983,-115.7976,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","10",12.1,12.1,16.6,6,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,70,">40",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 4",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","12",9.1,7.3,15.5,7,NA,4,"Anisotremus","davidsonii","Anisotremus davidsonii",NA,20,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 4",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","12",9.1,7.3,15.5,7,NA,4,"Embiotoca","jacksoni","Embiotoca jacksoni",NA,15,"11a20",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 4",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","12",9.1,7.3,15.5,7,NA,4,"Girella","nigricans","Girella nigricans",NA,20,"11a20",3,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 4",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","12",9.1,7.3,15.5,7,NA,4,"Girella","nigricans","Girella nigricans",NA,25,"20a30",1,"Piedra Norte - Piedra Norte (Control)"
"1 8 2015 La Lobera 4",1,8,2015,"Baja California","San Bartolo","Piedra Norte (Control)",29.78062,-115.7977,"Bosque de kelp","Control","Ninguna",NA,"Prudencio Quinones","3","12",9.1,7.3,15.5,7,NA,4,"Halichoeres","semicinctus","Halichoeres semicinctus","ND",10,"6a10",3,"Piedra Norte - Piedra Norte (Control)"
